"File_221110_221826 - RawData"
"Wavelength nm.","Abs."
968.00,-0.01143
968.50,-0.01137
969.00,-0.01131
969.50,-0.01128
970.00,-0.01122
970.50,-0.01120
971.00,-0.01108
971.50,-0.01111
972.00,-0.01109
972.50,-0.01115
973.00,-0.01123
973.50,-0.01128
974.00,-0.01134
974.50,-0.01135
975.00,-0.01138
975.50,-0.01137
976.00,-0.01138
976.50,-0.01132
977.00,-0.01126
977.50,-0.01131
978.00,-0.01140
978.50,-0.01146
979.00,-0.01144
979.50,-0.01152
980.00,-0.01167
980.50,-0.01164
981.00,-0.01161
981.50,-0.01157
982.00,-0.01141
982.50,-0.01138
983.00,-0.01137
983.50,-0.01131
984.00,-0.01131
984.50,-0.01129
985.00,-0.01122
985.50,-0.01115
986.00,-0.01109
986.50,-0.01114
987.00,-0.01108
987.50,-0.01117
988.00,-0.01118
988.50,-0.01118
989.00,-0.01112
989.50,-0.01102
990.00,-0.01097
990.50,-0.01103
991.00,-0.01096
991.50,-0.01102
